Year,Ethnicity,Sex,Cause,Count,Region
2010,HISPANIC,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,46,NYC
2010,HISPANIC,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44,NYC
2010,HISPANIC,Males,PARKINSONS DISEASE,18,NYC
2010,HISPANIC,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,138,NYC
2010,HISPANIC,Males,SEPTICEMIA,31,NYC
2010,HISPANIC,Males,SHORT GESTATION/LBW,21,NYC
2010,HISPANIC,Males,VIRAL HEPATITIS,88,NYC
2010,NON-HISPANIC BLACK,Females,ACCIDENTS EXCEPT DRUG POISONING,58,NYC
2010,NON-HISPANIC BLACK,Females,ALZHEIMERS DISEASE,88,NYC
2010,NON-HISPANIC BLACK,Females,ANEMIAS,19,NYC
2010,NON-HISPANIC BLACK,Females,AORTIC ANEURYSM AND DISSECTION,16,NYC
2010,NON-HISPANIC BLACK,Females,ASSAULT (HOMICIDE),47,NYC
2010,NON-HISPANIC BLACK,Females,ATHEROSCLEROSIS,23,NYC
2010,NON-HISPANIC BLACK,Females,BENIGN AND UNCERTAIN NEOPLASMS,26,NYC
2010,NON-HISPANIC BLACK,Females,CEREBROVASCULAR DISEASE,259,NYC
2010,NON-HISPANIC BLACK,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,43,NYC
2010,NON-HISPANIC BLACK,Females,CHRONIC LOWER RESPIRATORY DISEASES,206,NYC
2010,NON-HISPANIC BLACK,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,NYC
2010,NON-HISPANIC BLACK,Females,DIABETES MELLITUS,384,NYC
2010,NON-HISPANIC BLACK,Females,DISEASES OF HEART,2282,NYC
2010,NON-HISPANIC BLACK,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,252,NYC
2010,NON-HISPANIC BLACK,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,152,NYC
2010,NON-HISPANIC BLACK,Females,INFLUENZA AND PNEUMONIA,275,NYC
2010,NON-HISPANIC BLACK,Females,INTENTIONAL SELF-HARM (SUICIDE),19,NYC
2010,NON-HISPANIC BLACK,Females,MALIGNANT NEOPLASMS,1768,NYC
2010,NON-HISPANIC BLACK,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",86,NYC
2010,NON-HISPANIC BLACK,Females,PEPTIC ULCER,15,NYC
2010,NON-HISPANIC BLACK,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",18,NYC
2010,NON-HISPANIC BLACK,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,63,NYC
2010,NON-HISPANIC BLACK,Females,SEPTICEMIA,55,NYC
2010,NON-HISPANIC BLACK,Females,SHORT GESTATION/LBW,29,NYC
2010,NON-HISPANIC BLACK,Females,VIRAL HEPATITIS,33,NYC
2010,NON-HISPANIC BLACK,Males,ACCIDENTS EXCEPT DRUG POISONING,147,NYC
2010,NON-HISPANIC BLACK,Males,ALZHEIMERS DISEASE,20,NYC
2010,NON-HISPANIC BLACK,Males,ANEMIAS,20,NYC
2010,NON-HISPANIC BLACK,Males,AORTIC ANEURYSM AND DISSECTION,25,NYC
2010,NON-HISPANIC BLACK,Males,ASSAULT (HOMICIDE),301,NYC
2010,NON-HISPANIC BLACK,Males,ATHEROSCLEROSIS,20,NYC
2010,NON-HISPANIC BLACK,Males,BENIGN AND UNCERTAIN NEOPLASMS,19,NYC
2010,NON-HISPANIC BLACK,Males,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15,NYC
2010,NON-HISPANIC BLACK,Males,CEREBROVASCULAR DISEASE,171,NYC
2010,NON-HISPANIC BLACK,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,68,NYC
2010,NON-HISPANIC BLACK,Males,CHRONIC LOWER RESPIRATORY DISEASES,202,NYC
2010,NON-HISPANIC BLACK,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34,NYC
2010,NON-HISPANIC BLACK,Males,DIABETES MELLITUS,279,NYC
2010,NON-HISPANIC BLACK,Males,DISEASES OF HEART,2015,NYC
2010,NON-HISPANIC BLACK,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,178,NYC
2010,NON-HISPANIC BLACK,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,297,NYC
2010,NON-HISPANIC BLACK,Males,INFLUENZA AND PNEUMONIA,201,NYC
2010,NON-HISPANIC BLACK,Males,INTENTIONAL SELF-HARM (SUICIDE),64,NYC
2010,NON-HISPANIC BLACK,Males,MALIGNANT NEOPLASMS,1540,NYC
2010,NON-HISPANIC BLACK,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,50,NYC
2010,NON-HISPANIC BLACK,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70,NYC
2010,NON-HISPANIC BLACK,Males,PEPTIC ULCER,13,NYC
2010,NON-HISPANIC BLACK,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,111,NYC
2010,NON-HISPANIC BLACK,Males,SEPTICEMIA,36,NYC
2010,NON-HISPANIC BLACK,Males,SHORT GESTATION/LBW,35,NYC
2010,NON-HISPANIC BLACK,Males,VIRAL HEPATITIS,49,NYC
2010,NON-HISPANIC WHITE,Females,ACCIDENTS EXCEPT DRUG POISONING,164,NYC
2010,NON-HISPANIC WHITE,Females,ALZHEIMERS DISEASE,247,NYC
2010,NON-HISPANIC WHITE,Females,AORTIC ANEURYSM AND DISSECTION,22,NYC
2010,NON-HISPANIC WHITE,Females,ATHEROSCLEROSIS,74,NYC
2010,NON-HISPANIC WHITE,Females,BENIGN AND UNCERTAIN NEOPLASMS,69,NYC
2010,NON-HISPANIC WHITE,Females,CEREBROVASCULAR DISEASE,382,NYC
2010,NON-HISPANIC WHITE,Females,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,19,NYC
2010,NON-HISPANIC WHITE,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,67,NYC
2010,NON-HISPANIC WHITE,Females,CHRONIC LOWER RESPIRATORY DISEASES,502,NYC
2010,NON-HISPANIC WHITE,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",32,NYC
2010,NON-HISPANIC WHITE,Females,DIABETES MELLITUS,258,NYC
2010,NON-HISPANIC WHITE,Females,DISEASES OF HEART,5351,NYC
2010,NON-HISPANIC WHITE,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,219,NYC
2010,NON-HISPANIC WHITE,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,24,NYC
2010,NON-HISPANIC WHITE,Females,INFLUENZA AND PNEUMONIA,707,NYC
2010,NON-HISPANIC WHITE,Females,INTENTIONAL SELF-HARM (SUICIDE),61,NYC
2010,NON-HISPANIC WHITE,Females,MALIGNANT NEOPLASMS,3438,NYC
2010,NON-HISPANIC WHITE,Females,MENTAL DISORDERS DUE TO USE OF ALCOHOL,16,NYC
2010,NON-HISPANIC WHITE,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",90,NYC
2010,NON-HISPANIC WHITE,Females,PARKINSONS DISEASE,55,NYC
2010,NON-HISPANIC WHITE,Females,PEPTIC ULCER,22,NYC
2010,NON-HISPANIC WHITE,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,75,NYC
2010,NON-HISPANIC WHITE,Females,SEPTICEMIA,107,NYC
2010,NON-HISPANIC WHITE,Females,SHORT GESTATION/LBW,14,NYC
2010,NON-HISPANIC WHITE,Females,VIRAL HEPATITIS,32,NYC
2010,NON-HISPANIC WHITE,Males,ACCIDENTS EXCEPT DRUG POISONING,272,NYC
2010,NON-HISPANIC WHITE,Males,ALZHEIMERS DISEASE,94,NYC
2010,NON-HISPANIC WHITE,Males,AORTIC ANEURYSM AND DISSECTION,49,NYC
2010,NON-HISPANIC WHITE,Males,ASSAULT (HOMICIDE),25,NYC
2010,NON-HISPANIC WHITE,Males,ATHEROSCLEROSIS,46,NYC
2010,NON-HISPANIC WHITE,Males,BENIGN AND UNCERTAIN NEOPLASMS,91,NYC
2010,NON-HISPANIC WHITE,Males,CEREBROVASCULAR DISEASE,276,NYC
2010,NON-HISPANIC WHITE,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,110,NYC
2010,NON-HISPANIC WHITE,Males,CHRONIC LOWER RESPIRATORY DISEASES,388,NYC
2010,NON-HISPANIC WHITE,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,NYC
2010,NON-HISPANIC WHITE,Males,DIABETES MELLITUS,245,NYC
2010,NON-HISPANIC WHITE,Males,DISEASES OF HEART,4495,NYC
2010,NON-HISPANIC WHITE,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,153,NYC
2010,NON-HISPANIC WHITE,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,76,NYC
2010,NON-HISPANIC WHITE,Males,INFLUENZA AND PNEUMONIA,614,NYC
2010,NON-HISPANIC WHITE,Males,INTENTIONAL SELF-HARM (SUICIDE),182,NYC
2010,NON-HISPANIC WHITE,Males,MALIGNANT NEOPLASMS,3408,NYC
2010,NON-HISPANIC WHITE,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,57,NYC
2010,NON-HISPANIC WHITE,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",119,NYC
2010,NON-HISPANIC WHITE,Males,PARKINSONS DISEASE,79,NYC
2010,NON-HISPANIC WHITE,Males,PEPTIC ULCER,19,NYC
2010,NON-HISPANIC WHITE,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,211,NYC
2010,NON-HISPANIC WHITE,Males,SEPTICEMIA,74,NYC
2010,NON-HISPANIC WHITE,Males,SHORT GESTATION/LBW,14,NYC
2010,NON-HISPANIC WHITE,Males,VIRAL HEPATITIS,82,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,ACCIDENTS EXCEPT DRUG POISONING,44,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,ALZHEIMERS DISEASE,24,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,ANEMIAS,5,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,ASSAULT (HOMICIDE),6,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,BENIGN AND UNCERTAIN NEOPLASMS,11,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,CEREBROVASCULAR DISEASE,98,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,10,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,CHRONIC LOWER RESPIRATORY DISEASES,30,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,DIABETES MELLITUS,51,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,DISEASES OF HEART,402,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,46,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,INFLUENZA AND PNEUMONIA,84,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,INTENTIONAL SELF-HARM (SUICIDE),23,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,MALIGNANT NEOPLASMS,454,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",18,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,PARKINSONS DISEASE,5,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,SEPTICEMIA,11,NYC
2011,ASIAN & PACIFIC ISLANDER,Females,VIRAL HEPATITIS,6,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,ACCIDENTS EXCEPT DRUG POISONING,61,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,ALZHEIMERS DISEASE,18,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,AORTIC ANEURYSM AND DISSECTION,6,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,ASSAULT (HOMICIDE),9,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,ATHEROSCLEROSIS,6,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,BENIGN AND UNCERTAIN NEOPLASMS,11,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,CEREBROVASCULAR DISEASE,79,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,15,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,CHRONIC LOWER RESPIRATORY DISEASES,73,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",13,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,DIABETES MELLITUS,60,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,DISEASES OF HEART,452,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,37,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,INFLUENZA AND PNEUMONIA,94,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,INTENTIONAL SELF-HARM (SUICIDE),50,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,MALIGNANT NEOPLASMS,550,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",17,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,PARKINSONS DISEASE,11,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,5,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,SEPTICEMIA,15,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,SHORT GESTATION/LBW,5,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,TUBERCULOSIS,10,NYC
2011,ASIAN & PACIFIC ISLANDER,Males,VIRAL HEPATITIS,16,NYC
2011,HISPANIC,Females,ACCIDENTS EXCEPT DRUG POISONING,52,NYC
2011,HISPANIC,Females,ALZHEIMERS DISEASE,90,NYC
2011,HISPANIC,Females,AORTIC ANEURYSM AND DISSECTION,12,NYC
2011,HISPANIC,Females,ASSAULT (HOMICIDE),20,NYC
2011,HISPANIC,Females,ATHEROSCLEROSIS,15,NYC
2011,HISPANIC,Females,BENIGN AND UNCERTAIN NEOPLASMS,17,NYC
2011,HISPANIC,Females,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,NYC
2011,HISPANIC,Females,CEREBROVASCULAR DISEASE,179,NYC
2011,HISPANIC,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,39,NYC
2011,HISPANIC,Females,CHRONIC LOWER RESPIRATORY DISEASES,156,NYC
2011,HISPANIC,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",21,NYC
2011,HISPANIC,Females,DIABETES MELLITUS,196,NYC
2011,HISPANIC,Females,DISEASES OF HEART,1348,NYC
2011,HISPANIC,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,83,NYC
2011,HISPANIC,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,70,NYC
2011,HISPANIC,Females,INFLUENZA AND PNEUMONIA,218,NYC
2011,HISPANIC,Females,INTENTIONAL SELF-HARM (SUICIDE),21,NYC
2011,HISPANIC,Females,MALIGNANT NEOPLASMS,1085,NYC
2011,HISPANIC,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",42,NYC
2011,HISPANIC,Females,PARKINSONS DISEASE,16,NYC
2011,HISPANIC,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",12,NYC
2011,HISPANIC,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56,NYC
2011,HISPANIC,Females,SEPTICEMIA,42,NYC
2011,HISPANIC,Females,SHORT GESTATION/LBW,16,NYC
2011,HISPANIC,Females,VIRAL HEPATITIS,39,NYC
2011,HISPANIC,Males,ACCIDENTS EXCEPT DRUG POISONING,180,NYC
2011,HISPANIC,Males,ALZHEIMERS DISEASE,38,NYC
2011,HISPANIC,Males,ANEMIAS,10,NYC
2011,HISPANIC,Males,AORTIC ANEURYSM AND DISSECTION,20,NYC
2011,HISPANIC,Males,ASSAULT (HOMICIDE),115,NYC
2011,HISPANIC,Males,BENIGN AND UNCERTAIN NEOPLASMS,18,NYC
2011,HISPANIC,Males,CEREBROVASCULAR DISEASE,147,NYC
2011,HISPANIC,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,167,NYC
2011,HISPANIC,Males,CHRONIC LOWER RESPIRATORY DISEASES,124,NYC
2011,HISPANIC,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37,NYC
2011,HISPANIC,Males,DIABETES MELLITUS,200,NYC
2011,HISPANIC,Males,DISEASES OF HEART,1201,NYC
2011,HISPANIC,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,69,NYC
2011,HISPANIC,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,162,NYC
2011,HISPANIC,Males,INFLUENZA AND PNEUMONIA,209,NYC
2011,HISPANIC,Males,INTENTIONAL SELF-HARM (SUICIDE),93,NYC
2011,HISPANIC,Males,MALIGNANT NEOPLASMS,1144,NYC
2011,HISPANIC,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,48,NYC
2011,HISPANIC,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44,NYC
2011,HISPANIC,Males,PARKINSONS DISEASE,21,NYC
2011,HISPANIC,Males,PEPTIC ULCER,9,NYC
2011,HISPANIC,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,145,NYC
2011,HISPANIC,Males,SEPTICEMIA,40,NYC
2011,HISPANIC,Males,SHORT GESTATION/LBW,12,NYC
2011,HISPANIC,Males,VIRAL HEPATITIS,105,NYC
2011,NON-HISPANIC BLACK,Females,ACCIDENTS EXCEPT DRUG POISONING,76,NYC
2011,NON-HISPANIC BLACK,Females,ALZHEIMERS DISEASE,90,NYC
2011,NON-HISPANIC BLACK,Females,ANEMIAS,13,NYC
2011,NON-HISPANIC BLACK,Females,AORTIC ANEURYSM AND DISSECTION,19,NYC
2011,NON-HISPANIC BLACK,Females,ASSAULT (HOMICIDE),52,NYC
2011,NON-HISPANIC BLACK,Females,ATHEROSCLEROSIS,20,NYC
2011,NON-HISPANIC BLACK,Females,BENIGN AND UNCERTAIN NEOPLASMS,41,NYC
2011,NON-HISPANIC BLACK,Females,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,16,NYC
2011,NON-HISPANIC BLACK,Females,CEREBROVASCULAR DISEASE,281,NYC
2011,NON-HISPANIC BLACK,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,39,NYC
2011,NON-HISPANIC BLACK,Females,CHRONIC LOWER RESPIRATORY DISEASES,221,NYC
2011,NON-HISPANIC BLACK,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29,NYC
2011,NON-HISPANIC BLACK,Females,DIABETES MELLITUS,410,NYC
2011,NON-HISPANIC BLACK,Females,DISEASES OF HEART,2243,NYC
2011,NON-HISPANIC BLACK,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,225,NYC
2011,NON-HISPANIC BLACK,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,144,NYC
2011,NON-HISPANIC BLACK,Females,INFLUENZA AND PNEUMONIA,273,NYC
2011,NON-HISPANIC BLACK,Females,MALIGNANT NEOPLASMS,1918,NYC
2011,NON-HISPANIC BLACK,Females,MENTAL DISORDERS DUE TO USE OF ALCOHOL,17,NYC
2011,NON-HISPANIC BLACK,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",83,NYC
2011,NON-HISPANIC BLACK,Females,PEPTIC ULCER,22,NYC
2011,NON-HISPANIC BLACK,Females,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",13,NYC
2011,NON-HISPANIC BLACK,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,65,NYC
2011,NON-HISPANIC BLACK,Females,SEPTICEMIA,52,NYC
2011,NON-HISPANIC BLACK,Females,SHORT GESTATION/LBW,27,NYC
2011,NON-HISPANIC BLACK,Females,VIRAL HEPATITIS,33,NYC
2011,NON-HISPANIC BLACK,Males,ACCIDENTS EXCEPT DRUG POISONING,133,NYC
2011,NON-HISPANIC BLACK,Males,ALZHEIMERS DISEASE,39,NYC
2011,NON-HISPANIC BLACK,Males,ANEMIAS,24,NYC
2011,NON-HISPANIC BLACK,Males,AORTIC ANEURYSM AND DISSECTION,29,NYC
2011,NON-HISPANIC BLACK,Males,ASSAULT (HOMICIDE),266,NYC
2011,NON-HISPANIC BLACK,Males,ATHEROSCLEROSIS,15,NYC
2011,NON-HISPANIC BLACK,Males,BENIGN AND UNCERTAIN NEOPLASMS,16,NYC
2011,NON-HISPANIC BLACK,Males,CEREBROVASCULAR DISEASE,200,NYC
2011,NON-HISPANIC BLACK,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,66,NYC
2011,NON-HISPANIC BLACK,Males,CHRONIC LOWER RESPIRATORY DISEASES,200,NYC
2011,NON-HISPANIC BLACK,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",31,NYC
2011,NON-HISPANIC BLACK,Males,DIABETES MELLITUS,307,NYC
2011,NON-HISPANIC BLACK,Males,DISEASES OF HEART,1840,NYC
2011,NON-HISPANIC BLACK,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,154,NYC
2011,NON-HISPANIC BLACK,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,277,NYC
2011,NON-HISPANIC BLACK,Males,INFLUENZA AND PNEUMONIA,243,NYC
2011,NON-HISPANIC BLACK,Males,INTENTIONAL SELF-HARM (SUICIDE),53,NYC
2011,NON-HISPANIC BLACK,Males,MALIGNANT NEOPLASMS,1590,NYC
2011,NON-HISPANIC BLACK,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,45,NYC
2011,NON-HISPANIC BLACK,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76,NYC
2011,NON-HISPANIC BLACK,Males,PEPTIC ULCER,18,NYC
2011,NON-HISPANIC BLACK,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,135,NYC
2011,NON-HISPANIC BLACK,Males,SEPTICEMIA,54,NYC
2011,NON-HISPANIC BLACK,Males,SHORT GESTATION/LBW,17,NYC
2011,NON-HISPANIC BLACK,Males,VIRAL HEPATITIS,56,NYC
2011,NON-HISPANIC WHITE,Females,ACCIDENTS EXCEPT DRUG POISONING,184,NYC
2011,NON-HISPANIC WHITE,Females,ALZHEIMERS DISEASE,231,NYC
2011,NON-HISPANIC WHITE,Females,ANEMIAS,15,NYC
2011,NON-HISPANIC WHITE,Females,AORTIC ANEURYSM AND DISSECTION,27,NYC
2011,NON-HISPANIC WHITE,Females,ASSAULT (HOMICIDE),20,NYC
2011,NON-HISPANIC WHITE,Females,ATHEROSCLEROSIS,58,NYC
2011,NON-HISPANIC WHITE,Females,BENIGN AND UNCERTAIN NEOPLASMS,73,NYC
2011,NON-HISPANIC WHITE,Females,CEREBROVASCULAR DISEASE,466,NYC
2011,NON-HISPANIC WHITE,Females,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,15,NYC
2011,NON-HISPANIC WHITE,Females,CHRONIC LIVER DISEASE AND CIRRHOSIS,79,NYC
2011,NON-HISPANIC WHITE,Females,CHRONIC LOWER RESPIRATORY DISEASES,510,NYC
2011,NON-HISPANIC WHITE,Females,"CONGENITAL MALFORMATIONS,DEFORMATIONS",39,NYC
2011,NON-HISPANIC WHITE,Females,DIABETES MELLITUS,253,NYC
2011,NON-HISPANIC WHITE,Females,DISEASES OF HEART,5016,NYC
2011,NON-HISPANIC WHITE,Females,ESSENTIAL HYPERTENSION AND RENAL DISEASES,199,NYC
2011,NON-HISPANIC WHITE,Females,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,19,NYC
2011,NON-HISPANIC WHITE,Females,INFLUENZA AND PNEUMONIA,696,NYC
2011,NON-HISPANIC WHITE,Females,INTENTIONAL SELF-HARM (SUICIDE),68,NYC
2011,NON-HISPANIC WHITE,Females,MALIGNANT NEOPLASMS,3373,NYC
2011,NON-HISPANIC WHITE,Females,MENTAL DISORDERS DUE TO USE OF ALCOHOL,19,NYC
2011,NON-HISPANIC WHITE,Females,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",76,NYC
2011,NON-HISPANIC WHITE,Females,PARKINSONS DISEASE,55,NYC
2011,NON-HISPANIC WHITE,Females,PEPTIC ULCER,24,NYC
2011,NON-HISPANIC WHITE,Females,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,88,NYC
2011,NON-HISPANIC WHITE,Females,SEPTICEMIA,86,NYC
2011,NON-HISPANIC WHITE,Females,VIRAL HEPATITIS,32,NYC
2011,NON-HISPANIC WHITE,Males,ACCIDENTS EXCEPT DRUG POISONING,272,NYC
2011,NON-HISPANIC WHITE,Males,ALZHEIMERS DISEASE,89,NYC
2011,NON-HISPANIC WHITE,Males,AORTIC ANEURYSM AND DISSECTION,44,NYC
2011,NON-HISPANIC WHITE,Males,ASSAULT (HOMICIDE),33,NYC
2011,NON-HISPANIC WHITE,Males,ATHEROSCLEROSIS,29,NYC
2011,NON-HISPANIC WHITE,Males,BENIGN AND UNCERTAIN NEOPLASMS,76,NYC
2011,NON-HISPANIC WHITE,Males,CEREBROVASCULAR DISEASE,290,NYC
2011,NON-HISPANIC WHITE,Males,CHRONIC LIVER DISEASE AND CIRRHOSIS,127,NYC
2011,NON-HISPANIC WHITE,Males,CHRONIC LOWER RESPIRATORY DISEASES,444,NYC
2011,NON-HISPANIC WHITE,Males,"CONGENITAL MALFORMATIONS,DEFORMATIONS",55,NYC
2011,NON-HISPANIC WHITE,Males,DIABETES MELLITUS,258,NYC
2011,NON-HISPANIC WHITE,Males,DISEASES OF HEART,4220,NYC
2011,NON-HISPANIC WHITE,Males,ESSENTIAL HYPERTENSION AND RENAL DISEASES,142,NYC
2011,NON-HISPANIC WHITE,Males,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,75,NYC
2011,NON-HISPANIC WHITE,Males,INFLUENZA AND PNEUMONIA,646,NYC
2011,NON-HISPANIC WHITE,Males,INTENTIONAL SELF-HARM (SUICIDE),177,NYC
2011,NON-HISPANIC WHITE,Males,MALIGNANT NEOPLASMS,3222,NYC
2011,NON-HISPANIC WHITE,Males,MENTAL DISORDERS DUE TO USE OF ALCOHOL,60,NYC
2011,NON-HISPANIC WHITE,Males,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",89,NYC
2011,NON-HISPANIC WHITE,Males,PARKINSONS DISEASE,77,NYC
2011,NON-HISPANIC WHITE,Males,PEPTIC ULCER,21,NYC
2011,NON-HISPANIC WHITE,Males,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,254,NYC
2011,NON-HISPANIC WHITE,Males,SEPTICEMIA,75,NYC
2011,NON-HISPANIC WHITE,Males,SHORT GESTATION/LBW,15,NYC
2011,NON-HISPANIC WHITE,Males,VIRAL HEPATITIS,76,NYC
2007,ASIAN & PACIFIC ISLANDER,Females,ACCIDENTS EXCEPT DRUG POISONING,32,NYC
